,id_cliente,churn,genero,idoso,parceiro,dependentes,meses_contrato,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte,streaming_tv,streaming_filmes,contrato,fatura_online,forma_pagamento,cobranca_diaria,cobranca_mensal,cobranca_total
149,0238-WHBIQ,No,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2.99,89.7,6339.3
150,0239-OXEXL,No,Female,No,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,2.808333333333333,84.25,3847.6
151,0244-LGNFY,No,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3.0883333333333334,92.65,6733.0
152,0247-SLUJI,No,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6566666666666666,19.7,19.7
153,0248-IPDFW,No,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.6700000000000002,50.1,50.1
154,0248-PGHBZ,No,Female,Yes,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),3.0816666666666666,92.45,6140.85
155,0253-ZTEOB,No,Female,No,Yes,Yes,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,2.6550000000000002,79.65,3870.3
156,0254-FNMCI,No,Female,No,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,3.6633333333333336,109.9,7624.2
157,0254-KCJGT,No,Male,No,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),2.7133333333333334,81.4,4354.45
158,0254-WWRKD,No,Female,No,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),1.6849999999999998,50.55,3431.75
159,0256-LTHVJ,Yes,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.7016666666666667,81.05,2227.1
160,0257-KXZGU,No,Female,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),2.0816666666666666,62.45,2045.55
161,0257-ZESQC,Yes,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2.506666666666667,75.2,1929.35
162,0258-NOKBL,No,Male,No,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,3.0133333333333336,90.4,268.45
163,0259-GBZSH,Yes,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.855,85.65,181.5
164,0260-ZDLGK,Yes,Female,No,No,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,2.43,72.9,651.4
165,0263-FJTQO,No,Male,No,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),2.35,70.5,3486.65
166,0264-CNITK,No,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.67,20.1,1389.6
167,0265-EDXBD,Yes,Male,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.496666666666667,74.9,2303.35
168,0265-PSUAE,No,Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),3.356666666666667,100.7,1522.7
169,0266-CLZKZ,No,Female,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.521666666666667,105.65,6717.9
170,0266-GMEAO,No,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3.81,114.3,8058.55
171,0268-QKIWO,Yes,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.6583333333333333,19.75,58.85
172,0269-XFESX,No,Male,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.8116666666666668,24.35,538.5
173,0270-THENM,No,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),2.328333333333333,69.85,5102.35
174,0274-JKUJR,No,Male,No,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1.9616666666666667,58.85,465.7
175,0274-VVQOQ,undefined,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),3.4383333333333335,103.15,6792.45
176,0277-BKSQP,No,Male,No,Yes,Yes,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1.8133333333333332,54.4,475.1
177,0277-ORXQS,No,Male,No,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1.6849999999999998,50.55,3364.55
178,0278-YXOOG,Yes,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.7016666666666667,21.05,113.85
179,0280-XJGEX,Yes,Male,No,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3.4566666666666666,103.7,5036.3
180,0281-CNTZX,No,Male,No,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.6649999999999999,19.95,1234.8
181,0282-NVSJS,No,Female,Yes,Yes,Yes,12,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.9766666666666667,29.3,355.9
182,0285-INHLN,No,Male,No,Yes,Yes,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1.825,54.75,1510.3
183,0289-IVARM,No,Female,No,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,2.018333333333333,60.55,1982.6
184,0292-WEGCH,No,Female,No,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,2.8733333333333335,86.2,4524.05
185,0295-PPHDO,Yes,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.1816666666666666,95.45,95.45
186,0295-QVKPB,No,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2.131666666666667,63.95,318.1
187,0297-RBCSG,No,Male,No,No,No,19,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),2.1783333333333332,65.35,1231.85
188,0298-XACET,No,Male,No,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,1.6733333333333333,50.2,2554.0
189,0301-FIDRB,No,Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2.1266666666666665,63.8,4684.3
190,0301-KOBTQ,No,Male,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.6683333333333333,20.05,614.45
191,0302-JOIVN,Yes,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,3.371666666666667,101.15,842.9
192,0303-UNCIP,No,Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,2.1666666666666665,65.0,2531.8
193,0303-WMMRN,No,Male,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.6416666666666667,19.25,86.05
194,0305-SQECB,No,Female,No,No,Yes,11,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,1.2016666666666667,36.05,402.6
195,0306-JAELE,Yes,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.203333333333333,96.1,453.4
196,0307-BCOPK,No,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.635,19.05,326.65
197,0308-GIQJT,No,Male,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),3.525,105.75,7382.85
198,0308-IVGOK,No,Female,No,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),1.3466666666666667,40.4,422.6
199,0310-MVLET,Yes,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.305,99.15,6010.05
200,0310-SUCIN,No,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),2.8266666666666667,84.8,6046.1
201,0310-VQXAM,No,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6616666666666667,19.85,178.8
202,0311-QYWSS,No,Female,No,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1.6483333333333334,49.45,314.6
203,0311-UNPFF,Yes,Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2.96,88.8,2274.35
204,0314-TKOSI,No,Female,No,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,1.8383333333333334,55.15,322.9
205,0315-LVCRK,No,Male,No,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,2.8266666666666667,84.8,888.75
206,0318-QUUOB,Yes,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2.685,80.55,80.55
207,0318-ZOPWS,No,Female,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.6716666666666666,20.15,973.35
208,0319-QZTCO,No,Female,No,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.9566666666666668,58.7,168.6
209,0320-DWVTU,No,Female,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,3.316666666666667,99.5,5424.25
210,0320-JDNQG,Yes,Male,No,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.328333333333333,99.85,2331.3
211,0322-CHQRU,Yes,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.5116666666666667,45.35,89.5
212,0322-YINQP,Yes,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1.6183333333333332,48.55,48.55
213,0323-XWWTN,No,Male,No,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.88,26.4,121.25
214,0324-BRPCJ,Yes,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.3400000000000003,100.2,6851.65
215,0325-XBFAC,Yes,Male,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.1566666666666667,94.7,740.3
216,0326-VDYXE,No,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,3.2550000000000003,97.65,6982.5
217,0327-WFZSY,No,Male,No,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,3.3333333333333335,100.0,3835.55
218,0328-GRPMV,Yes,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.3366666666666664,70.1,70.1
219,0328-IBUPK,undefined,Female,No,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),1.1400000000000001,34.2,1782.0
220,0329-GTIAJ,Yes,Female,No,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.2633333333333336,97.9,315.3
221,0330-BGYZE,No,Male,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),3.4166666666666665,102.5,6157.6
222,0330-IVZHA,Yes,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,2.3316666666666666,69.95,330.15
223,0334-GDDSO,Yes,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2.7116666666666664,81.35,233.7
224,0334-ZFJSR,No,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),2.2016666666666667,66.05,3462.1
225,0336-KXKFK,No,Male,No,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2.04,61.2,4390.25
226,0336-PIKEI,No,Male,Yes,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),2.48,74.4,5360.75
227,0337-CNPZE,Yes,Female,No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.5433333333333334,106.3,4443.45
228,0343-QLUZP,No,Male,No,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),1.32,39.6,2424.5
229,0345-HKJVM,Yes,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,2.9766666666666666,89.3,577.6
230,0345-XMMUG,No,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3.6300000000000003,108.9,4854.3
231,0347-UBKUZ,No,Female,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6633333333333333,19.9,320.45
232,0348-SDKOL,Yes,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3.4033333333333333,102.1,5885.4
233,0354-VXMJC,No,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.6533333333333334,19.6,426.65
234,0354-WYROK,Yes,Female,Yes,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,3.296666666666667,98.9,2911.3
235,0356-ERHVT,No,Male,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1.53,45.9,521.9
236,0356-OBMAC,No,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),3.33,99.9,5706.3
237,0357-NVCRI,No,Female,No,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.6683333333333333,20.05,471.7
238,0361-HJRDX,No,Female,No,No,No,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),2.145,64.35,4539.6
239,0362-RAOQO,No,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.6549999999999999,19.65,830.25
240,0362-ZBZWJ,Yes,Male,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,2.83,84.9,3067.2
241,0363-QJVFX,Yes,Male,No,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3.605,108.15,3432.9
242,0363-SVHYR,No,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),2.895,86.85,6263.8
243,0365-BZUWY,No,Male,No,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.4183333333333334,102.55,1742.5
244,0365-GXEZS,No,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,2.606666666666667,78.2,1468.75
245,0365-TRTPY,No,Female,No,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),3.04,91.2,3382.3
246,0366-NQSHS,No,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.645,19.35,46.35
247,0369-ZGOVK,No,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),2.3466666666666667,70.4,1992.2
248,0373-AIVNJ,No,Male,No,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,1.3183333333333331,39.55,373.0
249,0374-AACSZ,No,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,1.6716666666666666,50.15,50.15
250,0374-FIUCA,No,Male,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.6799999999999999,20.4,1414.45
251,0374-IOEGQ,No,Female,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1.4866666666666668,44.6,122.7
252,0375-HVGXO,Yes,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1.1566666666666667,34.7,34.7
253,0376-OIWME,No,Male,No,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.1199999999999997,93.6,3366.05
254,0376-YMCJC,Yes,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,3.02,90.6,1943.2
255,0377-JBKKT,No,Male,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,1.9316666666666669,57.95,1271.8
256,0378-CJKPV,No,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3.7366666666666664,112.1,7965.95
257,0378-NHQXU,Yes,Female,No,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,2.941666666666667,88.25,1460.65
258,0378-TOVMS,Yes,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,2.86,85.8,272.2
259,0378-XSZPU,Yes,Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),2.01,60.3,3563.8
260,0379-DJQHR,No,Male,No,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),2.7116666666666664,81.35,5398.6
261,0380-NEAVX,No,Male,Yes,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,3.328333333333333,99.85,3343.15
262,0380-ZCSBI,No,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.6666666666666666,20.0,198.7
263,0383-CLDDA,No,Female,No,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2.8449999999999998,85.35,5897.4
264,0384-LPITE,No,Male,No,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),2.0683333333333334,62.05,2511.55
265,0384-RVBPI,No,Male,No,No,No,20,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),2.146666666666667,64.4,1398.6
266,0386-CWRGM,No,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.6466666666666666,19.4,967.85
267,0388-EOPEX,Yes,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.48,74.4,139.4
268,0390-DCFDQ,Yes,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2.3483333333333336,70.45,70.45
269,0392-BZIUW,No,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),3.5,105.0,7589.8
270,0394-YONDK,No,Male,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.8383333333333333,25.15,1790.15
271,0396-HUJBP,No,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.6433333333333333,19.3,44.4
272,0396-UKGAI,No,Male,No,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),1.8433333333333333,55.3,1284.2
273,0396-YCHWO,No,Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3.18,95.4,3474.2
274,0397-GZBBC,Yes,Male,Yes,Yes,No,59,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3.128333333333333,93.85,5574.75
275,0397-ZXWQF,No,Male,No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.6833333333333333,20.5,1430.95
276,0401-WDBXM,No,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.518333333333333,105.55,7542.25
277,0402-CQAJN,Yes,Female,No,No,No,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3.396666666666667,101.9,3545.35
278,0402-OAMEN,No,Female,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.815,24.45,1709.1
279,0404-AHASP,No,Male,No,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.6566666666666666,19.7,1421.9
280,0404-SWRVG,Yes,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2.48,74.4,229.55
281,0406-BPDVR,Yes,Female,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),3.3833333333333333,101.5,5373.1
282,0407-BDJKB,Yes,Male,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,3.191666666666667,95.75,5742.9
283,0409-WTMPL,No,Female,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),3.6883333333333335,110.65,6526.65
284,0410-IPFTY,No,Female,No,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2.795,83.85,2674.15
